Datum,text
2017-01-18 08:21:23,09:21 okres Partizánske - prebieha policajná kontrola
2017-01-18 08:19:29,"09:19 Beharovce, okres Levoča - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-18 08:06:55,"09:06 Novozámocká cesta 4695, Komárno - prebieha váženie vozidiel"
2017-01-18 08:03:05,09:03 Piešťany - prekážajúce vozidlo
2017-01-18 08:00:02,"09:00 Bystré, okres Vranov nad Topľou - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-18 07:54:12,"08:54 Mníchova Lehota, okres Trenčín - prebieha váženie vozidiel"
2017-01-18 07:47:57,"08:47 Viničné, okres Pezinok - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 07:45:42,"08:45 Stankovany, okres Ružomberok - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 07:45:40,"08:45 Od  Dobšiná, okres Rožňava, do  Hrabušice, okres Spišská Nová Ves - komunikácia počas zimného obdobia uzatvorená"
2017-01-18 07:39:04,"08:39 Od  Krásnohorské Podhradie 710, Krásnohorské Podhradie, do  Úhorná, okres Gelnica - komunikácia počas zimného obdobia uzatvorená"
2017-01-18 07:31:47,"08:31 Haniska, okres Košice - okolie - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 07:29:11,"08:29 Od  Egrešská 144/7, Čeľovce, do  Egreš 115, Egreš - premávka v jednom jazdnom pruhu so striedajúcim sa smerom jazdy"
2017-01-18 07:20:40,"08:20 Šarišské Michaľany, okres Sabinov - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 07:17:34,08:17 okres Nové Zámky - prebieha policajná kontrola
2017-01-18 07:15:50,"08:15 Od  Vrbové, okres Piešťany, do  Krajné, okres Myjava - čerstvý sneh, zasnežená vozovka"
2017-01-18 07:12:36,"08:12 Hlavná, Parchovany - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-18 07:09:05,"08:09 Jula Horvátha 48/909, Kremnica, Žiar nad Hronom, Banskobystrický - Kremnické Bane 71, Kremnické Bane, Žiar nad Hronom, Banskobystr..."
2017-01-18 07:01:52,"08:01 Od  Beckov, okres Nové Mesto nad Váhom, do  Piešťany - prebieha strihanie kríkov alebo stromov"
2017-01-18 06:51:58,"07:51 Od  Nitrianska 616, Dolné Lefantovce, do  Oponice 1, Oponice - čerstvý sneh, zasnežená vozovka"
2017-01-18 06:48:37,"07:48 Od  Nitrianska 616, Dolné Lefantovce, do  Oponice 1, Oponice - čerstvý sneh, zasnežená vozovka"
2017-01-18 06:42:13,07:42 okres Nitra - prebieha policajná kontrola
2017-01-18 06:39:28,"07:39 65, Žirany - prekážka na vozovke"
2017-01-18 06:18:26,"07:18 Od  A. Hlinku, Zvolen, do  A. Hlinku 8881/61, Zvolen - prerazené vodovodné potrubie"
2017-01-18 06:17:24,"07:17 Od  A. Hlinku 8881/61, Zvolen, do  A. Hlinku, Zvolen - prerazené vodovodné potrubie"
2017-01-18 06:16:39,"07:16 Košice-Dargovských hrdinov, okres Košice III - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 06:12:59,"07:12 Od  Trnava, do  Senec - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-18 06:12:59,"07:12 Turňa nad Bodvou, okres Košice - okolie - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-18 06:06:15,07:06 okres Senec - prebieha policajná kontrola
2017-01-18 05:44:45,06:44 Vranov nad Topľou - nehoda autobusu
2017-01-18 05:34:26,"06:34 Pata, okres Galanta - prekážka - opustené vozidlo"
2017-01-18 05:34:08,"06:34 Od  Soľ, okres Vranov nad Topľou, do  Železničiarska, Hanušovce nad Topľou - zasnežená vozovka"
2017-01-18 05:32:15,"06:32 Od  Hrhov, okres Rožňava, do  Buzinská, Košice - zasnežená vozovka"
2017-01-18 05:26:20,"06:26 Od  Žilina, do  Kysucké Nové Mesto - prebieha policajná kontrola"
2017-01-18 05:25:01,"06:25 Od  Tatranská cesta I, Ružomberok, do  Ivachnová, okres Ružomberok - prebieha policajná kontrola"
2017-01-18 05:24:03,"06:24 Od  Radoľa, okres Kysucké Nové Mesto, do  Budatínska Lehota 262, Budatínska Lehota, Kysucké Nové Mesto - prebieha policajná kontrola"
2017-01-18 05:22:50,"06:22 Od  Košická, Žilina, do  Vrútky, okres Martin - prebieha policajná kontrola"
2017-01-18 05:22:47,"06:22 Od  Hlavná 1331/5A, Veľká Bytča, Bytča, do  Veľké Rovné, okres Bytča - prebieha policajná kontrola"
2017-01-18 04:58:49,"05:58 Od  Buzinská 4/2, Šaca, Košice - Šaca, do  Gemerská Panica, okres Rožňava - prebieha policajná kontrola"
2017-01-18 04:57:27,"05:57 Od  Gemerská Panica, okres Rožňava, do  Buzinská 4/2, Šaca, Košice - Šaca - prebieha policajná kontrola"
2017-01-18 04:48:34,"05:48 Od  Nová Polhora, okres Košice - okolie, do  Budimír, okres Košice - okolie - prebieha policajná kontrola"
2017-01-18 04:45:21,"05:45 Od  Budimír, okres Košice - okolie, do  Nová Polhora, okres Košice - okolie - prebieha policajná kontrola"
2017-01-18 04:43:47,"05:43 Od  Valaliky, okres Košice - okolie, do  Milhosť, okres Košice - okolie - prebieha policajná kontrola"
2017-01-18 04:42:24,"05:42 Od  Milhosť, okres Košice - okolie, do  Valaliky, okres Košice - okolie - prebieha policajná kontrola"
2017-01-18 04:37:57,05:37 okres Košice - okolie - prebieha policajná kontrola
2017-01-18 04:36:06,05:36 okres Košice IV - prebieha policajná kontrola
2017-01-18 04:35:34,05:35 okres Košice III - prebieha policajná kontrola
2017-01-18 04:34:56,05:34 okres Košice II - prebieha policajná kontrola
2017-01-18 04:34:25,05:34 okres Košice I - prebieha policajná kontrola
2017-01-18 04:32:33,05:32 okres Trebišov - prebieha policajná kontrola
2017-01-18 04:28:45,05:28 okres Sobrance - prebieha policajná kontrola
2017-01-18 04:27:48,05:27 okres Michalovce - prebieha policajná kontrola
2017-01-18 04:26:10,05:26 okres Trebišov - prebieha policajná kontrola
2017-01-18 04:18:11,"05:18 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-18 04:15:49,"05:15 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-18 04:01:25,"05:01 Čremošné, okres Turčianske Teplice - prekážajúce vozidlo"
2017-01-18 02:00:09,"03:00 Od  Turá Lúka 901, Turá Lúka, Myjava, do  Sobotište, okres Senica - čerstvý sneh, zasnežená vozovka"
2017-01-18 01:00:47,"02:00 Skačany, okres Partizánske - prekážka - stádo zvierat na ceste"
2017-01-18 00:49:34,"01:49 Strečno, okres Žilina - prekážka - vozidlo v ťažkostiach"
2017-01-17 23:01:16,"00:01 Kračúnovce 404, Kračúnovce - nehoda, nehoda nákladného vozidla"
2017-01-17 22:38:26,"23:38 Ďurďošík, okres Košice - okolie - nehoda"
2017-01-17 22:01:36,"23:01 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-17 21:44:09,"22:44 Od  Dulova Ves 80, Dulova Ves, do  Zlatobanská 11626, Solivar, Prešov - čerstvý sneh, zasnežená vozovka"
2017-01-17 21:41:18,"22:41 Likavka, okres Ružomberok - nehoda, nehoda - zrážka so zvieraťom"
2017-01-17 20:52:33,"21:52 Červenej armády 171/54, Kalná, Kalná nad Hronom - prebieha policajná kontrola"
2017-01-17 20:27:19,"21:27 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-17 20:13:28,"21:13 Vrbovská cesta 4538/159, Piešťany - nehoda"
2017-01-17 19:59:17,"20:59 Od  Tunel Bôrik, Mengusovce, do  Tunel Bôrik, Lučivná - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-17 19:57:52,"20:57 Od  Tunel Bôrik, Mengusovce, do  Lučivná, okres Poprad - jazdný pás uzatvorený"
2017-01-17 19:52:52,"20:52 Od  Dvorníky-Včeláre, okres Košice - okolie, do  Čečejovce, okres Košice - okolie - zasnežená vozovka"
2017-01-17 19:39:49,"20:39 Budimír, okres Košice - okolie - nehoda"
2017-01-17 19:23:29,"20:23 Od  Abramová, okres Turčianske Teplice, do  Rudno, okres Turčianske Teplice - kašovitý sneh, snehové jazyky"
2017-01-17 19:14:34,"20:14 Od  Kuzmányho 184/51, Banská Bystrica, do  Kuzmányho 13525, Banská Bystrica - prebiehajú stavebné práce"
2017-01-17 19:08:21,"20:08 Od  Abrahámovce, okres Kežmarok, do  Poprad - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-17 19:05:06,"20:05 Od  Poprad, do  Hôrka, okres Poprad - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-17 18:56:25,"19:56 Od  Poprad, do  Abrahámovce, okres Kežmarok - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-17 18:49:49,"19:49 Od  Abramová, okres Turčianske Teplice, do  Rudno, okres Turčianske Teplice - kašovitý sneh, snehové jazyky"
2017-01-17 18:45:50,"19:45 Od  Trebišov, do  Hlavná 54/10, Veľaty - miestami poľadovica, prachový sneh, klzká vozovka, snehové jazyky"
2017-01-17 18:40:37,"19:40 Orviská cesta, Piešťany - čerstvý sneh, zasnežená vozovka"
2017-01-17 18:24:45,19:24 okres Žilina - prebieha policajná kontrola
2017-01-17 18:22:46,"19:22 Drienovec, okres Košice - okolie - nehoda"
2017-01-17 18:19:15,"19:19 Ubľa, okres Snina - spomalená premávka"
2017-01-17 18:11:18,"19:11 Od  Dvorníky-Včeláre, okres Košice - okolie, do  Čečejovce, okres Košice - okolie - zasnežená vozovka"
2017-01-17 18:05:02,19:05 Poprad - nehoda
2017-01-17 17:53:02,"18:53 Od  Nejedlého, Bratislava, do  Nejedlého 3394/73, Dúbravka, Bratislava - Dúbravka - uzávierky jazdných pruhov"
2017-01-17 17:50:22,"18:50 Ostrov 391, Ostrov - čerstvý sneh, zasnežená vozovka"
2017-01-17 17:44:01,"18:44 Od  Nejedlého, Bratislava, do  Nejedlého 3394/73, Dúbravka, Bratislava - Dúbravka - uzávierky jazdných pruhov"
2017-01-17 17:38:41,"18:38 Michal na Ostrove 46, Michal na Ostrove - prebieha policajná kontrola"
2017-01-17 17:35:22,"18:35 Šteruská cesta, Vrbové - nehoda"
2017-01-17 17:31:10,"18:31 Od  Nejedlého, Bratislava, do  Nejedlého 3394/73, Dúbravka, Bratislava - Dúbravka - Čiastočná uzávierka v Bratislave na ulici Neje..."
2017-01-17 17:29:29,"18:29 Bošáca 358, Bošáca - čerstvý sneh, zasnežená vozovka"
2017-01-17 17:10:12,"18:10 Od  Hencovce, okres Vranov nad Topľou, do  Dlhá 151/132, Dlhé Klčovo - zasnežená vozovka"
2017-01-17 16:55:41,"17:55 Pozdišovce, okres Michalovce - nehoda, nehoda - zrážka najmenej dvoch vozidiel"
2017-01-17 16:39:33,"17:39 Ostrov 391, Ostrov - čerstvý sneh, zasnežená vozovka"
2017-01-17 16:37:58,"17:37 Bratislava-Záhorská Bystrica, okres Bratislava IV - nehoda"
2017-01-17 16:34:43,"17:34 Ostrov 391, Ostrov - čerstvý sneh, zasnežená vozovka"
2017-01-17 16:30:56,"17:30 Podbranč, okres Senica - čerstvý sneh, zasnežená vozovka"
2017-01-17 16:27:26,"17:27 Ubľa, okres Snina - spomalená premávka"
2017-01-17 16:27:20,"17:27 Sčasného 312/7, Dražovce, Nitra - prebieha policajná kontrola"
2017-01-17 16:24:10,"17:24 Borský Svätý Jur, okres Senica - prebieha policajná kontrola"
2017-01-17 16:14:32,"17:14 Od  Abramová, okres Turčianske Teplice, do  Rudno, okres Turčianske Teplice - kašovitý sneh, snehové jazyky"
2017-01-17 16:09:58,"17:09 Od  Príbovce, okres Martin, do  Červenej armády 980/67, Diviaky, Turčianske Teplice - riaďte sa osobitným značením vyznačujúcim ob..."
2017-01-17 16:05:43,"17:05 Od  Slovenské Pravno 41, Slovenské Pravno, do  Jasenovo, okres Turčianske Teplice - kašovitý sneh, snehové jazyky"
2017-01-17 15:49:17,"16:49 Od  Nejedlého, Bratislava, do  Nejedlého 3394/73, Dúbravka, Bratislava - Dúbravka - Čiastočná uzávierka v Bratislave na ulici Neje..."
2017-01-17 15:43:14,"16:43 Boleráz 193, Boleráz - prebieha policajná kontrola"
2017-01-17 15:40:40,"16:40 Balkánska, Rusovce, Bratislava - Rusovce - prebieha policajná kontrola"
2017-01-17 15:38:49,"16:38 Bojnická, Bratislava - nefunguje svetelná signalizácia"
2017-01-17 15:29:23,"16:29 Od  Drienovec, okres Košice - okolie, do  Moldavská cesta, Turňa nad Bodvou - zasnežená vozovka"
2017-01-17 15:26:43,"16:26 Drienovec, okres Košice - okolie - nehoda, nehoda - zrážka najmenej dvoch vozidiel"
2017-01-17 15:12:08,"16:12 Továrenská, Tlmače - prebieha policajná kontrola"
2017-01-17 15:09:18,"16:09 Novozámocká 91/168, Dolné Krškany, Nitra - nehoda"
2017-01-17 15:06:43,"16:06 Ostrov 391, Ostrov - čerstvý sneh, zasnežená vozovka"
2017-01-17 15:01:45,"16:01 Lopašov, okres Skalica - čerstvý sneh, zasnežená vozovka"
2017-01-17 14:36:43,"15:36 SNP 35/62, Smolenice - prebieha policajná kontrola"
2017-01-17 14:33:28,"15:33 Košice-Krásna, okres Košice IV - nehoda, nehoda - zrážka najmenej dvoch vozidiel"
2017-01-17 14:16:44,"15:16 Ivachnová 194, Ivachnová - prebieha policajná kontrola"
2017-01-17 14:15:10,"15:15 Oravský Podzámok 62, Oravský Podzámok - prebieha policajná kontrola"
2017-01-17 14:10:58,"15:10 Horné Orešany 10, Horné Orešany - prebieha policajná kontrola"
2017-01-17 14:09:29,15:09 okres Bratislava II - prebieha policajná kontrola
2017-01-17 14:09:26,"15:09 Chtelnica, okres Piešťany - zasnežená vozovka"
2017-01-17 14:05:53,"15:05 Od  Košice-Košická Nová Ves, okres Košice III, do  Byster 2, Byster, Sady nad Torysou - zasnežená vozovka"
2017-01-17 13:53:02,"14:53 Veľká Ves 53, Veľká Ves - prebieha policajná kontrola"
2017-01-17 13:51:22,"14:51 Ubľa 362, Ubľa - spomalená premávka"
2017-01-17 13:51:03,"14:51 Legionárska, Trenčín - prebieha policajná kontrola"
2017-01-17 13:46:55,14:46 Trenčín - prebieha policajná kontrola
2017-01-17 13:40:08,"14:40 Iža 693, Iža - prebieha policajná kontrola"
2017-01-17 13:38:25,"14:38 Abramová 61, Abramová - nehoda, nehoda nákladného vozidla"
2017-01-17 13:34:54,"14:34 Slovenská Ľupča, okres Banská Bystrica - prebieha policajná kontrola"
2017-01-17 13:31:45,"14:31 Matice slovenskej, Prievidza I. Staré Mesto, Prievidza - prebieha policajná kontrola"
2017-01-17 13:27:29,"14:27 Hlavná 55/107, Viničné - prebieha policajná kontrola"
2017-01-17 13:13:52,"14:13 Od  Pozdišovce, okres Michalovce, do  Močarianska 1459/19, Michalovce - zasnežená vozovka"
2017-01-17 12:49:59,"Mayová chce tvrdý brexit, úplné oddelenie Británie od EÚ https://t.co/MBP6B1hWuQ"
2017-01-17 12:19:59,Osem miliardárov si môže kúpiť polovicu ľudstva https://t.co/RfJnqdlERD
2017-01-17 12:17:21,"13:17 Mýtna, okres Lučenec - prekážka - pokazené vozidlo"
2017-01-17 12:15:11,"13:15 Trnavá Hora, okres Žiar nad Hronom - nehoda vozidla hromadnej dopravy"
2017-01-17 12:07:47,"13:07 Ubľa 362, Ubľa - spomalená premávka"
2017-01-17 11:37:15,"12:37 Pribinova 474/1, Krupina - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-17 11:34:33,"12:34 Golianovo, okres Nitra - nehoda - vozidlo mimo vozovky"
2017-01-17 11:19:59,Bude Denisa Saková nástupkyňou Kaliňáka? https://t.co/M5J314uowO
2017-01-17 11:16:30,"12:16 Od  Svinia, okres Prešov, do  Široké, okres Prešov - prebiehajú práce v blízkosti vozovky, prebieha odstraňovanie snehu pluhmi"
2017-01-17 10:58:34,"11:58 Od  Rožňavská, Tornaľa, do  Letná 719, Plešivec - prebieha policajná kontrola"
2017-01-17 10:42:44,"11:42 Vydumanec 13862/63, Vydumanec, Prešov - prebieha policajná kontrola"
2017-01-17 10:41:23,"11:41 Ubľa 362, Ubľa - spomalená premávka"
2017-01-17 10:39:48,"11:39 Dvorníky-Včeláre, okres Košice - okolie - nehoda nákladného vozidla"
2017-01-17 10:36:58,"11:36 Strečno, okres Žilina - nehoda nákladného vozidla"
2017-01-17 10:09:22,"11:09 Levočská 1373/27A, Stará Ľubovňa - prebieha policajná kontrola"
2017-01-17 10:05:17,"11:05 Prešov, okres Prešov - prebieha policajná kontrola"
2017-01-17 10:04:09,"11:04 Od  Šteruská cesta 1311, Vrbové, do  Dechtice 147, Dechtice - čerstvý sneh, zasnežená vozovka"
2017-01-17 09:47:20,"10:47 Od  Široké, okres Prešov, do  Svinia, okres Prešov - prebiehajú bližšie neurčené práce na ceste"
2017-01-17 09:45:41,"10:45 Od  Široké, okres Prešov, do  Svinia, okres Prešov - prebiehajú bližšie neurčené práce na ceste"
2017-01-17 09:43:44,"10:43 Krásny Brod 189, Krásny Brod - prebieha policajná kontrola"
2017-01-17 09:02:29,10:02 okres Bratislava I - prebieha policajná kontrola
2017-01-17 08:49:59,Slovenský ekonóm Peter Staněk varuje pred konfrontáciou civilizácií https://t.co/lrMx7LVfoY
2017-01-17 08:43:21,"09:43 Košická, Žilina - poškodený povrch vozovky"
2017-01-17 08:34:59,"09:34 Podlipníky 8, Podlipníky, Pavlovce - prebieha policajná kontrola"
2017-01-17 08:34:00,"09:34 Bidovce 334, Bidovce - prebieha policajná kontrola"
2017-01-17 08:32:32,"09:32 Čaklov 76, Čaklov - prebieha policajná kontrola"
2017-01-17 08:23:37,"09:23 Od  Turčianska 539/50, Nitrianske Pravno, do  Ležiachov, okres Martin - poľadovica"
2017-01-17 08:15:04,"09:15 Banské, okres Vranov nad Topľou - jazdite mimoriadne opatrne"
2017-01-17 08:09:58,"09:09 Banské, okres Vranov nad Topľou - jazdite mimoriadne opatrne"
2017-01-17 08:08:34,"09:08 Banské, okres Vranov nad Topľou - jazdite mimoriadne opatrne"
2017-01-17 08:04:51,"09:04 Banské, okres Vranov nad Topľou - jazdite mimoriadne opatrne"
2017-01-17 07:44:51,"08:44 Moldava nad Bodvou, okres Košice - okolie - prebieha policajná kontrola"
2017-01-17 07:38:22,"08:38 okres Vranov nad Topľou - poľadovica, snehové jazyky"
2017-01-17 07:30:09,"08:30 Komenského 1117/22, Staré Mesto, Košice - Staré Mesto - nehoda"
2017-01-17 07:10:15,"08:10 Slovenská Nová Ves, okres Trnava - prebieha policajná kontrola"
2017-01-17 07:07:53,"08:07 Staničná, Humenné - nehoda, nehoda nákladného vozidla"
2017-01-17 07:06:37,"08:06 Nižný Hrabovec, okres Vranov nad Topľou - nehoda"
2017-01-17 07:00:02,"08:00 18, Vrútky, Martin, Žilinský - prebieha bližšie neurčené práce na ceste"
2017-01-17 06:51:43,"07:51 Od  Košická, Žilina, do  Vrútky, okres Martin - prebieha údržba komunikácie alebo jej vybavenia"
2017-01-17 06:49:59,Mnohí študenti vidia v Česku bránu do sveta https://t.co/duaZnmta3W
2017-01-17 06:43:04,"07:43 Od  Košická, Žilina, do  Vrútky, okres Martin - prebieha údržba komunikácie alebo jej vybavenia"
2017-01-17 06:35:17,"07:35 Od  Sládkovičova 285, Tisovec, do  Hlavná, Pohronská Polhora - použite protišmykové reťaze"
2017-01-17 06:28:54,"07:28 Mýtna, okres Lučenec - nehoda"
2017-01-17 06:23:10,"07:23 Od  Ráztočná 14590, Vrakuňa, Bratislava - Vrakuňa, do  Ráztočná, Bratislava - pomalá premávka"
2017-01-17 06:20:00,"Rastúci extrémizmus donútil konať aj Plavčana. Pripustil, že treba viac dejepisu https://t.co/vllM1zdZnK"
2017-01-17 06:10:05,"07:10 Tešedíkovo, okres Šaľa - nehoda"
2017-01-17 06:03:31,"07:03 Nováčany, okres Košice - okolie - nehoda, nehoda autobusu"
2017-01-17 06:01:38,"07:01 Od  Jilemnického 5762/32, Martin, do  Košťany nad Turcom, okres Martin - prebieha policajná kontrola"
2017-01-17 05:59:02,"06:59 Od  Slobody, Čadca, do  Oščadnica, okres Čadca - prebieha policajná kontrola"
2017-01-17 05:54:51,"06:54 Od  Ivachnová, okres Ružomberok, do  Liptovský Mikuláš - prebieha policajná kontrola"
2017-01-17 05:53:13,"06:53 Od  Dolný Hričov, okres Žilina, do  Žilina - prebieha policajná kontrola"
2017-01-17 05:50:58,"06:50 Od  Košická, Žilina, do  Záturčianska, Martin - prebieha policajná kontrola"
2017-01-17 05:28:56,"06:28 Od  Rudno nad Hronom 80, Rudno nad Hronom, do  Rudno nad Hronom 244, Rudno nad Hronom - miestami poľadovica, klzká vozovka, kašovi..."
2017-01-17 05:27:02,"06:27 Legionárska 11/2, Bratislava-Staré Mesto, Bratislava I, Bratislavský - prebieha bližšie neurčené práce na ceste"
2017-01-17 05:24:10,"06:24 Michalovce, okres Michalovce - poľadovica, klzká vozovka"
2017-01-17 05:19:59,"Audi SQ5: Benzín namiesto dieselu. A na stovku za 5,4 s https://t.co/gtHh8cvCSp"
2017-01-17 05:17:57,"06:17 Hlavná, Dargov - prekážka - pokazené nákladné vozidlo"
2017-01-17 05:14:47,"06:14 Zádiel, okres Košice - okolie - nehoda nákladného vozidla"
2017-01-16 23:20:03,"00:20 Michalovce, okres Michalovce - čerstvý sneh, zasnežená vozovka"
2017-01-16 23:13:18,"00:13 Od  Žilina, do  Žilina - jazdný pás uzatvorený"
2017-01-16 23:04:32,"00:04 Od  Beckov, okres Nové Mesto nad Váhom, do  Most Pružinka, Visolaje - prebieha policajná kontrola"
2017-01-16 22:49:55,"23:49 Od  Československej armády 1170/21, Staré Mesto, Košice - Staré Mesto, do  Hurbanova 1837/2, Sever, Košice - Sever - riaďte sa dop..."
2017-01-16 22:18:00,"23:18 Považská Bystrica, okres Považská Bystrica - poľadovica"
2017-01-16 22:14:39,"23:14 Považská Bystrica, okres Považská Bystrica - poľadovica"
2017-01-16 21:45:00,Turecká polícia chytila útočníka z istanbulského nočného klubu https://t.co/5tXbOSTCES
2017-01-16 21:15:00,Posledný muž na Mesiaci už nie je na svete. Zomrel Eugene Cernan https://t.co/9ZpezAvXyR
2017-01-16 21:08:44,"22:08 Němcovej, Sever, Košice - Sever - prebiehajú stavebné práce"
2017-01-16 20:32:49,21:32 okres Tvrdošín - prebieha policajná kontrola
2017-01-16 20:11:01,"21:11 Ubľa, okres Snina - spomalená premávka"
2017-01-16 19:55:02,"20:55 Ubľa, okres Snina - spomalená premávka"
2017-01-16 19:52:48,"20:52 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 19:35:45,"20:35 Slovnaftská, Bratislava - prebieha policajná kontrola"
2017-01-16 19:21:14,"20:21 Od  Plevník-Drienové, okres Považská Bystrica, do  Horná Streda, okres Nové Mesto nad Váhom - prebieha policajná kontrola"
2017-01-16 19:15:00,Štátne IC vlaky nemajú voľnú trať https://t.co/RwFpLKnVJy
2017-01-16 19:06:16,"20:06 Nitrianska Streda 328, Nitrianska Streda - prebieha policajná kontrola"
2017-01-16 18:55:13,"19:55 Od  Štrba, okres Poprad, do  Ličartovce, okres Prešov - prebieha policajná kontrola"
2017-01-16 18:54:38,"19:54 Od  Tunel Bôrik, Lučivná, do  Tunel Bôrik, Mengusovce - uzávierky jazdných pruhov"
2017-01-16 18:54:22,"19:54 Od  Tunel Bôrik, Lučivná, do  Tunel Bôrik, Mengusovce - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-16 18:49:45,"19:49 Dolná 62/47, Kremnica - prekážajúce vozidlo"
2017-01-16 18:33:20,"19:33 Od  Tunel Bôrik, Lučivná, do  Tunel Bôrik, Mengusovce - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-16 18:32:31,"19:32 Od  Tunel Bôrik, Lučivná, do  Tunel Bôrik, Mengusovce - obmedzenie najvyššej dovolenej rýchlosti"
2017-01-16 18:30:09,"19:30 Od  Tunel Bôrik, Lučivná, do  Tunel Bôrik, Mengusovce - uzávierky jazdných pruhov"
2017-01-16 18:26:19,"19:26 Od  Rudno nad Hronom 80, Rudno nad Hronom, do  Rudno nad Hronom 244, Rudno nad Hronom - miestami poľadovica, klzká vozovka, kašovi..."
2017-01-16 18:15:01,Marta Kubišová: Nie je dôvod okrádať sa o zvyšok môjho času https://t.co/dmYED0geUc
2017-01-16 17:39:27,"18:39 Dlhá 497/39, Vranov, Vranov nad Topľou - nehoda"
2017-01-16 16:58:55,"17:58 Pražská, Staré Mesto, Bratislava - Staré Mesto - nehoda"
2017-01-16 16:45:00,NÁZOR: Dankova svojvôľa https://t.co/6YoKizrzZq
2017-01-16 16:44:59,"17:44 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 16:44:17,"17:44 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 16:31:57,"17:31 Spišský Hrhov, okres Levoča - nepriaznivé počasie - hmla"
2017-01-16 15:52:27,16:52 okres Čadca - prebieha policajná kontrola
2017-01-16 15:50:58,"16:50 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 15:31:14,16:31 okres Galanta - prebieha policajná kontrola
2017-01-16 15:19:22,"16:19 Košická, Žilina - nehoda"
2017-01-16 15:15:00,Bača aj v zime stráži ovce na salaši v Bratislave https://t.co/XPnTybjCW0
2017-01-16 15:08:13,"16:08 Trebatice, okres Piešťany - nehoda - zrážka najmenej dvoch vozidiel"
2017-01-16 14:58:53,"15:58 Slanecká, Košice - nehoda, nehoda - zrážka najmenej dvoch vozidiel"
2017-01-16 14:58:39,"15:58 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 14:57:29,"15:57 Od  Sládkovičova 285, Tisovec, do  Hlavná, Pohronská Polhora - použite protišmykové reťaze"
2017-01-16 14:57:25,"15:57 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 14:57:19,"15:57 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 14:47:34,"15:47 Trakovice 167, Trakovice - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-16 14:34:40,"15:34 63: Svornosti, Bratislava - Podunajské Biskupice - pomalá premávka"
2017-01-16 14:11:41,"15:11 Vetvárska, Podunajské Biskupice, Bratislava - Podunajské Biskupice - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-16 14:09:53,"15:09 Spišský Štvrtok, okres Levoča - prebieha policajná kontrola"
2017-01-16 14:00:04,"15:00 Štúrova, Šaľa - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-16 13:57:36,"14:57 Od  Rudno nad Hronom 17, Rudno nad Hronom, do  Rudno nad Hronom 179, Rudno nad Hronom - kašovitý sneh, zasnežená vozovka"
2017-01-16 13:57:08,"14:57 Trenčianska, Horné Lelovce, Nováky - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-16 13:45:00,Štátny dopravný systém navigáciám konkurovať nebude https://t.co/NWzbVfq779
2017-01-16 13:40:56,14:40 okres Trnava - prebieha policajná kontrola
2017-01-16 13:40:03,14:40 okres Galanta - prebieha policajná kontrola
2017-01-16 13:39:08,14:39 okres Dunajská Streda - prebieha policajná kontrola
2017-01-16 13:38:05,14:38 okres Senica - prebieha policajná kontrola
2017-01-16 13:34:59,"14:34 Od  Trnava, do  Pata, okres Galanta - prebieha policajná kontrola"
2017-01-16 13:30:45,"14:30 Od  Sládkovičova 285, Tisovec, do  Hlavná, Pohronská Polhora - použite protišmykové reťaze"
2017-01-16 13:29:01,"14:29 Od  Cífer, okres Trnava, do  Piešťany - prebieha policajná kontrola"
2017-01-16 13:19:04,"14:19 Kpt. Nálepku, Dedina Mládeže - prebieha bližšie neurčená činnosť orgánov alebo úradov"
