Datum,text
2017-01-16 13:15:01,Univerzitám stopla databázy aj národná knižnica https://t.co/mrPah2pSAP
2017-01-16 13:14:38,"14:14 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 13:13:13,"14:13 Bratislavská 335/23, Tôň - prebieha bližšie neurčená činnosť orgánov alebo úradov"
2017-01-16 13:13:00,"14:12 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 13:08:10,"14:08 Koniarovce 54, Koniarovce - nehoda"
2017-01-16 12:54:30,"13:54 Od  Einsteinova, Bratislava, do  Senec - prebieha policajná kontrola"
2017-01-16 12:54:20,13:54 okres Dunajská Streda - prebieha policajná kontrola
2017-01-16 12:15:00,Trumpovi či brexitu zatiaľ slovenský II. pilier odolal  https://t.co/cSNEfZAj62
2017-01-16 12:00:21,"13:00 Koniarovce 238, Koniarovce - nehoda, vážna nehoda"
2017-01-16 11:51:17,"12:51 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 11:45:01,Danko po stretnutí so Zuzulovcami pohrozil SLA zastavením financovania https://t.co/io74xHY7yX
2017-01-16 11:15:01,Budú opäť tri kraje? Error
2017-01-16 10:49:01,11:49 okres Trnava - prebieha policajná kontrola
2017-01-16 10:30:16,"11:30 Od  Bielická 366/7, Veľké Bielice, Partizánske, do  Hradište, okres Partizánske - prebieha policajná kontrola"
2017-01-16 10:25:06,"11:25 P. O. Hviezdoslava 23/13, Veľké Kapušany - nehoda"
2017-01-16 09:58:15,"10:58 Od  Sládkovičova 285, Tisovec, do  Hlavná, Pohronská Polhora - použite protišmykové reťaze"
2017-01-16 09:52:24,"10:52 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 09:50:47,10:50 okres Kysucké Nové Mesto - prebieha policajná kontrola
2017-01-16 09:49:51,"10:49 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 09:47:26,"10:47 Hybe, okres Liptovský Mikuláš - prebieha policajná kontrola"
2017-01-16 09:26:23,"10:26 Košický Klečenov 43, Košický Klečenov - prebieha policajná kontrola"
2017-01-16 09:25:18,"10:25 Košický Klečenov 43, Košický Klečenov - prebieha policajná kontrola"
2017-01-16 08:48:35,09:48 okres Senec - prebieha policajná kontrola
2017-01-16 08:46:33,"09:46 Ubľa 362, Ubľa - spomalená premávka"
2017-01-16 08:44:03,"09:44 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-16 07:50:12,"08:50 Stummerova 1914/46, Topoľčany - bližšie neurčená nehoda"
2017-01-16 07:44:10,08:44 okres Zlaté Moravce - prebieha policajná kontrola
2017-01-16 07:37:36,"08:37 Rudno nad Hronom 117, Rudno nad Hronom - poľadovica, zasnežená vozovka"
2017-01-16 07:32:34,"08:32 Československej armády 968/15, Trebišov - bližšie neurčená nehoda"
2017-01-16 07:14:03,"08:14 D1, Štrba, Poprad, Prešovský - prebieha bližšie neurčené práce na ceste"
2017-01-16 06:57:58,"07:57 Bratislava - Nové Mesto, okres Bratislava III - prebieha policajná kontrola"
2017-01-16 06:47:26,"07:47 Kurtáň 178, Kurtáň, Fiľakovské Kováče - prebieha policajná kontrola"
2017-01-16 06:46:00,"07:45 SNP, Strečno - prebieha policajná kontrola"
2017-01-16 06:32:02,"07:32 Bratislava-Záhorská Bystrica, okres Bratislava IV - nehoda"
2017-01-16 06:15:00,Nový šéf polície má vzísť z konkurzu https://t.co/hTIs9lTfv5
2017-01-16 06:09:32,"07:09 Od  Kráľovský Chlmec, okres Trebišov, do  Hadabuda 634/18, Veľké Kapušany - nepriaznivé počasie - sneženie"
2017-01-16 06:07:38,"07:07 Kráľovský Chlmec, okres Trebišov - prekážka - pokazené vozidlo"
2017-01-16 05:45:00,"Na kirgizskú dedinu spadlo lietadlo, 32 mŕtvych https://t.co/QYwSKnbAkh"
2017-01-16 05:41:54,"06:41 Hlavná 1405/11, Matejovce, Poprad - prebieha policajná kontrola"
2017-01-16 05:05:40,"06:05 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:05:39,"06:05 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:05:37,"06:05 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:05:34,"06:05 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:01:58,"06:01 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:01:57,"06:01 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:01:56,"06:01 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:01:55,"06:01 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:13,"06:00 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:12,"06:00 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:11,"06:00 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:11,"06:00 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:10,"06:00 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 05:00:07,"06:00 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:58:32,"05:58 Od  Mlynské Nivy, Bratislava, do  Mlynské Nivy, Bratislava - zmena usporiadania jazdných pruhov pre práce na vozovke"
2017-01-16 04:57:55,05:57 okres Turčianske Teplice - prebieha policajná kontrola
2017-01-16 04:57:43,05:57 okres Žilina - prebieha policajná kontrola
2017-01-16 04:57:38,05:57 okres Kysucké Nové Mesto - prebieha policajná kontrola
2017-01-16 04:57:04,05:57 okres Dolný Kubín - prebieha policajná kontrola
2017-01-16 04:56:49,05:56 okres Námestovo - prebieha policajná kontrola
2017-01-16 04:56:27,"05:56 Od  Štrba, okres Poprad, do  Ličartovce, okres Prešov - prebieha policajná kontrola"
2017-01-16 04:56:20,05:56 okres Prešov - prebieha policajná kontrola
2017-01-16 04:55:49,05:55 okres Poprad - prebieha policajná kontrola
2017-01-16 04:55:34,05:55 okres Humenné - prebieha policajná kontrola
2017-01-16 04:55:21,05:55 okres Levice - prebieha policajná kontrola
2017-01-16 04:55:15,05:55 okres Zlaté Moravce - prebieha policajná kontrola
2017-01-16 04:54:59,05:54 okres Šaľa - prebieha policajná kontrola
2017-01-16 04:54:31,05:54 okres Bánovce nad Bebravou - prebieha policajná kontrola
2017-01-16 04:54:22,05:54 okres Považská Bystrica - prebieha policajná kontrola
2017-01-16 04:54:19,05:54 okres Prievidza - prebieha policajná kontrola
2017-01-16 04:53:49,05:53 okres Ilava - prebieha policajná kontrola
2017-01-16 04:53:35,05:53 okres Rimavská Sobota - prebieha policajná kontrola
2017-01-16 04:53:30,"05:53 Od  Horná Streda, okres Nové Mesto nad Váhom, do  Maršová-Rašov, okres Bytča - prebieha policajná kontrola"
2017-01-16 04:53:02,05:53 okres Brezno - prebieha policajná kontrola
2017-01-16 04:53:02,05:53 okres Lučenec - prebieha policajná kontrola
2017-01-16 04:52:39,05:52 okres Žiar nad Hronom - prebieha policajná kontrola
2017-01-16 04:52:35,"05:52 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:35,"05:52 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:34,"05:52 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:33,"05:52 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:32,"05:52 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:32,"05:52 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:31,"05:52 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:30,"05:52 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:29,"05:52 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:29,"05:52 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:27,"05:52 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:24,"05:52 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-16 04:52:16,"05:52 Od  Žarnovica, do  Banská Bystrica - prebieha policajná kontrola"
2017-01-16 04:52:08,05:52 okres Senica - prebieha policajná kontrola
2017-01-16 04:51:50,05:51 okres Galanta - prebieha policajná kontrola
2017-01-16 04:51:23,"05:51 Od  Einsteinova, Bratislava, do  Senec - prebieha policajná kontrola"
2017-01-16 04:50:19,"05:50 Stupava, okres Malacky - prebieha policajná kontrola"
2017-01-16 04:34:00,"05:34 Majcichov, okres Trnava - nehoda, nehoda - vozidlo mimo vozovky"
2017-01-16 00:45:00,Nový poplatok za vodu https://t.co/s5KL57XHEb
2017-01-15 23:15:40,"00:15 Rákoš, okres Košice - okolie - nehoda"
2017-01-15 22:31:10,"23:31 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:10,"23:31 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:10,"23:31 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:09,"23:31 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:09,"23:31 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:08,"23:31 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:08,"23:31 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:08,"23:31 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:04,"23:31 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:02,"23:31 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:01,"23:31 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:31:00,"23:31 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:11,"23:18 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:10,"23:18 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:10,"23:18 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:10,"23:18 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:09,"23:18 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:09,"23:18 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:08,"23:18 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:08,"23:18 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:05,"23:18 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:04,"23:18 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:03,"23:18 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:18:02,"23:18 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 22:10:50,"23:10 Od  Lučenecká cesta, Zvolen, do  A. S. Jegorova, Lučenec - čerstvý sneh, zasnežená vozovka"
2017-01-15 21:56:02,"22:56 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:56:02,"22:56 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:56:01,"22:56 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:56:01,"22:56 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:56:00,"22:56 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:59,"22:55 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:59,"22:55 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:58,"22:55 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:56,"22:55 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:54,"22:55 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:53,"22:55 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:55:53,"22:55 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:33,"22:43 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:32,"22:43 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:32,"22:43 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:32,"22:43 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:30,"22:43 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:27,"22:43 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:27,"22:43 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:27,"22:43 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:27,"22:43 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:26,"22:43 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:21,"22:43 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:43:21,"22:43 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:22,"22:41 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:22,"22:41 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:21,"22:41 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:21,"22:41 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:19,"22:41 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:19,"22:41 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:18,"22:41 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:17,"22:41 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:15,"22:41 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:14,"22:41 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:13,"22:41 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:41:12,"22:41 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:40:42,"22:40 Od  SNP 60/52, Žiar nad Hronom, do  Žiarska, Handlová - čerstvý sneh, zasnežená vozovka"
2017-01-15 21:31:59,"22:31 Rimavská Sobota, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:58,"22:31 Lučenec, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:58,"22:31 Rožňava, Košický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:57,"22:31 Zvolen, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:57,"22:31 Veľký Krtíš, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:57,"22:31 Banská Bystrica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:56,"22:31 Brezno, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:55,"22:31 Revúca, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:55,"22:31 Krupina, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:55,"22:31 Banská Štiavnica, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:54,"22:31 Poltár, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 21:31:53,"22:31 Detva, Banskobystrický - nepriaznivé počasie - extrémne mrazy"
2017-01-15 20:15:01,Ľudové vzbury prinášali obete bezbranných https://t.co/C2GmF3imDk
2017-01-15 20:10:33,21:10 okres Považská Bystrica - prebieha policajná kontrola
2017-01-15 19:45:00,Malé silné strúčiky https://t.co/S7so94ytAt
2017-01-15 19:23:45,"20:23 Ubľa, okres Snina - tvoria sa kolóny"
2017-01-15 19:17:37,"20:17 Vyšné Nemecké 95, Vyšné Nemecké - tvoria sa kolóny"
2017-01-15 19:15:00,Trump má miláčika. Twitter https://t.co/xAUFXRjFpf
2017-01-15 19:05:31,"20:05 Žilina, okres Žilina - čerstvý sneh, zasnežená vozovka"
2017-01-15 18:16:26,"19:16 Pata, okres Galanta - prekážajúce vozidlo"
2017-01-15 18:15:10,"19:15 Od  Handlovská, Ráztočno, do  29. augusta 78/4, Handlová - prebieha policajná kontrola"
2017-01-15 17:53:27,18:53 okres Košice IV - prebieha policajná kontrola
2017-01-15 17:29:00,18:29 okres Nitra - prebieha policajná kontrola
2017-01-15 17:26:17,"18:26 Pernek, okres Malacky - prekážajúce vozidlo"
2017-01-15 16:38:37,"17:38 Kočovce, okres Nové Mesto nad Váhom - prebieha policajná kontrola"
2017-01-15 16:37:20,"17:37 Jelenecká 190/176, Nitrianske Hrnčiarovce - nehoda"
2017-01-15 16:23:05,17:23 Piešťany - vážna nehoda
2017-01-15 16:22:36,"17:22 Rudno nad Hronom 134, Rudno nad Hronom - poľadovica, zasnežená vozovka"
2017-01-15 15:59:05,"16:59 Odeská, Bratislava - prekážka - stádo zvierat na ceste"
2017-01-15 15:21:53,"16:21 Rudno nad Hronom 134, Rudno nad Hronom - poľadovica, zasnežená vozovka"
2017-01-15 14:45:01,VIDEO: Jazdu Talianky ukončil hororový pád https://t.co/xncErOtwGw
2017-01-15 14:36:53,"15:36 Gen. Svobodu, Medzilaborce - poľadovica, tvorba poľadovice"
2017-01-15 14:15:02,Kto zneužíva pohotovosť? https://t.co/VLQGBzbgic
2017-01-15 13:45:02,Čo by mal každý vedieť: Zásady prvej pomoci sú jednoduché https://t.co/wR0YfhnrKz
2017-01-15 13:33:39,"14:33 Hradište, okres Partizánske - prebieha policajná kontrola"
2017-01-15 13:28:33,"14:28 Ukrajinská 842/49, Krásna, Košice - Krásna - poľadovica"
2017-01-15 13:04:52,"14:04 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-15 12:45:02,"Budúca prvá dáma USA: Modelka, korisť bulváru, ovláda päť jazykov https://t.co/Ex2lCEfi1h"
2017-01-15 12:41:43,"13:41 Štefánikova 707/47, Senica - spomalená premávka"
2017-01-15 12:15:58,"13:15 Budyšínska, Bratislava - Nové Mesto - nepriaznivé počasie"
2017-01-15 10:57:03,"11:57 Hnúšťa, okres Rimavská Sobota - čerstvý sneh, zasnežená vozovka"
2017-01-15 10:45:02,Prvý vážny test. Cibulková túži po splnení ďalšieho sna https://t.co/p3mdKegoMd
2017-01-15 09:16:08,"10:16 1976: Dolná Mariková, Dolná Mariková - prebieha policajná kontrola"
2017-01-15 09:09:03,"10:09 Duklianska, Prešov - nehoda"
2017-01-15 08:52:02,"09:52 R1, Trnavá Hora, Žiar nad Hronom, Banskobystrický - prebieha bližšie neurčené práce na ceste"
2017-01-15 08:45:01,"Budúci prezident USA: Miliardár, podnikateľ, nevyspytateľná osobnosť, outsider https://t.co/oBokafx1BY"
2017-01-15 08:37:08,09:37 okres Trnava - prebieha policajná kontrola
2017-01-15 08:20:52,09:20 okres Ilava - prebieha policajná kontrola
2017-01-15 08:08:08,"09:08 Od  Cukrovarská 26/12, Trebišov, do  Čemernianska 1126/109A, Čemerné, Vranov nad Topľou - čerstvý sneh"
2017-01-15 08:05:37,"09:05 61, Považská Bystrica, Považská Bystrica, Trenčiansky - prekážka - pomaly idúce vozidlo údržby"
2017-01-15 08:03:57,"09:03 Vyšné Nemecké, okres Sobrance - spomalená premávka"
2017-01-15 08:01:54,09:01 okres Senica - prebieha policajná kontrola
2017-01-15 07:54:05,08:54 okres Rimavská Sobota - prebieha policajná kontrola
2017-01-15 07:48:57,08:48 okres Galanta - prebieha policajná kontrola
2017-01-15 07:48:55,"08:48 Od  Kľačno 135, Kľačno, do  Fačkov, okres Žilina - komunikácia uzatvorená"
2017-01-15 07:45:02,"08:45 Tekovská Breznica 855, Tekovská Breznica, Žarnovica, Banskobystrický - prebieha bližšie neurčené práce na ceste"
2017-01-15 07:28:51,08:28 okres Prievidza - prebieha policajná kontrola
2017-01-15 07:15:02,Plesy a bály zjemňovali mravy https://t.co/7dZaXsTAnn
2017-01-15 06:45:01,Test: Ford Mondeo Hybrid – zvládol arktickú zimu https://t.co/txEkh0xDxk
2017-01-15 06:33:51,07:33 okres Žiar nad Hronom - prebieha policajná kontrola
2017-01-15 06:15:01,Zemetrasenie na Novom Zélande sprevádzali tajomné zelené svetlá https://t.co/OEd3mhhwkU
2017-01-15 06:09:22,07:09 okres Trebišov - prebieha policajná kontrola
2017-01-15 05:49:24,"06:49 Od  Važec, okres Liptovský Mikuláš, do  Ivachnová, okres Ružomberok - prebieha policajná kontrola"
2017-01-15 05:47:42,"06:47 Od  Ivachnová, okres Ružomberok, do  Važec, okres Liptovský Mikuláš - prebieha policajná kontrola"
2017-01-15 05:44:14,"06:44 Od  Námestie slobody, Čadca, do  Bytčianska, Žilina - prebieha policajná kontrola"
2017-01-14 19:44:57,"Zatočte s nabratými kilogramami po sviatkoch, ponúkame vám návod ako na to https://t.co/g0mLDIAMtO"
2017-01-14 19:14:56,Staněk: Trumpov americký sen nemusí byť fikcia https://t.co/ApsPJE0XZi
2017-01-14 16:14:56,"Chorobný smútok: Nažive, no bez života https://t.co/kNbHR5iabu"
2017-01-14 15:44:57,Maroniti zo severného Cypru snívajú o znovuzjednotení ostrova. Aj kvôli jazyku https://t.co/YGdJYA7FRv
2017-01-14 14:44:57,NÁZOR: Ligový striptíz https://t.co/a9NeyADecE
2017-01-14 13:44:57,"Rodičia, urobte deťom medové raňajky, prospejú im https://t.co/URogEmfHC8"
2017-01-14 11:09:57,Na východe a severe Slovenska počasie komplikuje dopravu https://t.co/pstZPo7dnW
2017-01-14 10:39:57,"Ultramaratón do Ríma zabehol, aby pomohol chudobným https://t.co/ZPUaWMBFRm"
2017-01-14 07:39:56,Oteplenie a sneženie vystrieda mráz. Opäť bude chladno https://t.co/bTTVZXBWOJ
2017-01-14 07:09:56,Penzia sa vzdiali o ďalších 63 dní https://t.co/0nRHsia8Cy
2017-01-14 06:09:56,Detroit 2017: Toto je TOP 20 premiér priamo z Cobo Centra https://t.co/fZQBklYwuD
2017-01-13 21:39:57,Unikátny nález: Vzácny Aston obrástol les. Má cenu státisícov https://t.co/FwTWBheiVq
2017-01-13 19:09:57,Pochybnosti okolo sídla kotlebovcov trvajú https://t.co/45NowburrO
2017-01-13 17:09:58,"Slovo roka 2016 je brexit, druhé trumpizmus https://t.co/dIhQsDvNKk"
2017-01-13 15:39:57,Tatársky biftek sa možno vráti do reštaurácií https://t.co/st8DVkk3MN
2017-01-13 15:09:58,Úrad pre dohľad prešetruje dva prípady zo Zlatého veku https://t.co/Agaqet6Nif
2017-01-13 14:09:57,Mrazivá zima na farmách: osoh zatiaľ prevyšuje škody https://t.co/604hUqbI10
2017-01-13 13:09:57,Tip na víkend: Zažite novoročnú zabíjačku so sánkovačkou vo Svidníku https://t.co/o8T0xM80tx
2017-01-13 12:05:01,Viedeň chce obmedziť pracovnú silu z EÚ https://t.co/RspKtKFuro
2017-01-13 11:00:01,Jaguar prilákal päť nových fabrík  https://t.co/M6afHI5pM3
2017-01-13 06:54:57,Kde vychovať odvážnych a zodpovedných? V lese https://t.co/5qCf8p8Eyl
2017-01-13 06:24:58,"Americká novinárka Applebaumová: Bojím sa, že Trump spôsobí svetovú vojnu https://t.co/F4jIYbGnXk"
2017-01-13 05:24:57,Lexus LS 500: Vlajková loď vznikala na čistom hárku papiera https://t.co/TFou8ggf5z
2017-01-12 20:54:58,Pier Paolo Righi: Dostupnosť a luxus v jednom je naša filozofia https://t.co/bFxIslgpkX
2017-01-12 19:54:58,Za hanlivý status by Mizík nemal zostať bez trestu https://t.co/xYBZnWgwHU
2017-01-12 19:24:57,Autá mrzli na diaľniciach priamo za chodu https://t.co/lmYdPOxvvS
2017-01-12 17:54:58,"Test o slovách: Čo sú homonymá, eufemizmy či onomatopoje? https://t.co/AB30L2GiaI"
2017-01-12 15:54:58,Gašpar: Gajdoš bol na Gorilu neskúsený https://t.co/Nm2bN4SXbn
2017-01-12 14:24:58,Koniec zubných plomb? Liek podporuje prirodzenú obnovu zubov https://t.co/yStioUFT6b
2017-01-12 13:24:58,"VW zaplatí USA za emisný podvod 4,3 miliardy dolárov https://t.co/u2snC5cHS0"
2017-01-12 12:24:58,Predseda SAV Šajgalík:  Prácu vedcov ohrozí len dlhšie odpojenie od databáz  https://t.co/huNsAVTWDR
2017-01-12 11:54:58,"Agáve, med či stévia - fakt si myslíte, že sú také zdravé? Tak čítajte https://t.co/KBfuVhMBYT"
2017-01-12 11:24:59,Horolezectvo kedysi a dnes sa nedá porovnávať https://t.co/oGufKUAH0p
2017-01-12 09:54:58,"Poznáte príbeh najstaršej tatranskej chaty? Rainerku zrušili, no vstala z mŕtvych https://t.co/Rim7s43ODI"
2017-01-12 09:24:58,Expert: Trump je nekonvenčný. Ale potrebuje aj informácie https://t.co/ZVlAwuapOL
2017-01-12 06:49:58,Nástup Trumpa do Bieleho domu sprevádzajú otázky https://t.co/nCbXNsTx39
2017-01-12 06:19:59,Pacienti v ambulanciách čakajú čoraz dlhšie https://t.co/HT0DoltLRQ
2017-01-12 05:19:59,Kia Stinger: Nádherné 5-dverové GT mení imidž značky https://t.co/x1JpfDEGro
2017-01-11 19:49:58,Audi Q8 Concept: Konkurent pre X6 je za dverami. Príde z Bratislavy https://t.co/PJVkTgz1bc
2017-01-11 18:49:58,Úrady nevedia zastaviť falošného chirurga https://t.co/gx0liKz3Bm
2017-01-11 17:19:59,Trump odpovedá novinárom na prvej tlačovej konferencii https://t.co/pPC6Ves1j5
2017-01-11 14:49:58,"NÁZOR: Rozmaznanosť, nie sklamanie https://t.co/eMig1abKA9"
2017-01-11 14:19:59,Sviatky bez obchodov. Iné to bude najmä na Veľkú noc https://t.co/wRfp8kKvyR
2017-01-11 13:20:00,Štát spustil drahý a neúplný dopravný servis https://t.co/6aVlB6NEiQ
2017-01-11 12:49:58,Rok 2017: Domáca hudobná scéna čaká množstvo prírastkov https://t.co/NqLX7emsO4
2017-01-11 11:19:59,Smer sa chce viac presadzovať popri SNS a Moste-Híd https://t.co/AG6aUlvRzb
